generation;avg-f1;avg-f2;avg-f3;sizepareto;time(ms);numberiterationfirstgenerationfixederror
1;2.15;5.79;11.85;
2;2.29;5.47;11.6;14
3;2.14;5.24;11.73;10
4;2.14;5.01;11.35;11
5;2.28;5.33;11.89;11
6;2.36;5.09;11.82;11
7;2.11;5.12;11.88;10
8;4.27;10.2;23.55;10
9;2.18;5.02;11.47;11
10;4.55;10.06;23.35;10
11;2.46;4.9;11.65;9
12;2.39;4.91;11.63;9
13;2.48;5.01;11.64;9
14;2.48;5.24;11.85;9
15;2.5;4.85;11.04;10
16;2.66;4.84;11.19;10
17;2.65;5.25;11.5;11
18;2.57;4.74;11.31;12
19;2.5;4.85;11.33;10
20;2.45;4.86;11.24;10
21;2.47;4.93;11.5;10
22;2.53;4.76;11.27;11
23;2.59;5.17;11.53;11
24;5.19;9.88;22.6;10
25;2.6;4.93;11.1;11
26;2.5;4.74;11.4;10
27;2.48;4.53;11.5;11
28;2.56;4.82;11.33;11
29;2.35;4.64;11.27;9
30;2.49;5.18;11.28;11
31;2.54;5.17;11.29;10
32;2.4;4.55;10.8;9
33;2.7;4.8;11.35;13
34;2.38;4.58;10.82;9
35;2.63;5.18;11.05;10
36;2.69;5.26;11.16;12
37;2.7;5.08;11.38;9
38;2.64;5.51;11.07;11
39;2.52;4.89;10.99;10
40;2.63;5.13;11.25;12
41;2.47;4.91;10.38;10
42;2.53;4.9;10.68;12
43;2.55;4.74;10.97;11
44;2.56;4.93;10.67;10
45;2.47;5.07;11.05;10
46;2.58;5.56;11.46;13
47;2.53;5.01;11.31;10
48;2.51;5.1;10.98;10
49;2.54;5.2;11.25;10
50;2.48;5.31;10.87;11
51;2.47;5.03;11.15;9
52;2.42;5.23;11.36;10
53;2.47;4.98;10.98;11
54;2.45;4.93;11.23;11
55;2.41;4.97;11.03;12
56;2.48;5.41;11.2;10
57;2.57;5.36;10.94;10
58;2.55;4.88;10.92;10
59;2.57;5.08;11.1;11
60;2.59;5.23;11.26;10
61;2.52;5.06;10.91;10
62;2.46;5.12;10.75;10
63;2.58;5.22;10.9;11
64;2.4;4.95;10.82;12
65;2.52;5.1;11.03;13
66;2.69;5.09;11.37;11
67;2.46;5.18;10.7;11
68;2.59;5.23;10.93;10
69;2.71;5.4;11.59;11
70;2.5;5.16;11.25;10
71;2.51;5.07;11.15;11
72;2.52;5.05;11.03;10
73;2.41;5.08;11.1;11
74;2.47;4.73;10.94;11
75;2.46;4.8;11.46;10
76;2.41;4.76;11.42;11
77;2.48;4.94;11.17;11
78;2.49;4.94;11.32;9
79;2.55;5.13;11.89;11
80;5.01;9.58;22.55;10
81;2.49;4.8;11.33;10
82;2.51;4.71;11.52;10
83;2.47;5.11;11.44;11
84;2.46;4.7;11.14;10
85;2.84;4.79;11.53;11
86;5.4;9.28;22.3;13
87;2.81;4.84;11.51;10
88;2.84;4.66;11.72;10
89;2.75;4.62;11.59;11
90;2.86;4.78;11.51;10
91;2.85;5.2;11.41;13
92;2.82;4.84;11.45;11
93;2.87;4.54;11.29;11
94;2.71;4.5;11.15;8
95;2.9;4.77;11.48;10
96;2.84;4.59;11.42;11
97;2.94;5.03;11.39;12
98;2.77;4.48;11.37;10
99;2.7;4.19;11.24;9
100;2.75;4.79;11.43;11
101;2.83;4.43;11.41;9
102;2.68;4.66;11.17;10
103;2.71;4.28;11.34;8
104;2.86;4.4;11.44;12
105;2.68;4.29;11.13;9
106;2.79;4.57;11.63;10
107;2.66;4.57;11.72;12
108;2.61;4.78;11.33;11
109;5.27;9.24;23.16;11
110;2.6;4.55;11.49;10
111;2.62;4.37;11.25;11
112;2.63;4.49;11.39;10
113;5.18;9.29;22.85;12
114;2.83;4.58;11.74;10
115;2.91;4.5;11.47;11
116;2.65;4.39;11.49;10
117;5.31;8.89;22.87;10
118;2.63;4.43;11.42;10
119;2.66;4.59;11.44;11
120;2.83;4.47;11.62;11
121;2.61;4.71;11.3;11
122;2.69;4.67;11.21;12
123;2.61;4.46;11.29;9
124;2.76;4.79;11.55;11
125;2.64;4.44;11.15;10
126;2.76;4.91;11.31;12
127;2.72;4.34;11.09;11
128;2.68;4.23;11.22;11
129;2.7;4.61;11.48;10
130;2.7;4.36;11.37;10
